id	reason
105	"Generally speaking, matters of morality are distinct from matters of ethics, and in the majority of cases evaluated, the morality of the person was general independent of the situation/property described. For this reason, I hesitated to make any conclusions of questions about morality (lacking a baseline, or moral framework from which to operate). I would have gladly made conclusions about the ethical implications, however, if asked."
106	"The scenario said the people are discussing issues, but didn't include whether or not their opinion of something was good or bad."
107	"Not answering your mom's calls and trying to get out of jury duty aren't particularly heinous, but the hypocrisy of the other events are too much to handle."
108	"Because they said they believed one way, but behaved in the exact opposite."
109	I evaluated based on the info I received and my feeling towards them
110	BECAUSE SOME THINGS ARE NOT AS BAD AS PEOPLE MAKE THEM OUT TO BE.
111	"I get annoyed by people who don't ""practice what they preach"".  Their crimes weren't exactly horrific, but they tend to indicate an untrustworthy, weak-minded person."
112	Because they told other people that they think its wrong and they did it.
113	They lied to another person about it.
114	"If you are criticizing an act, then turn around and do it yourself, it irritates me to no end. "
115	Based on my own views of morality.
116	You can't judge a character based on a single scenario that involves small issues at hand(I rated the characters mostly neutral).
117	"I evaluated them based on the action they are being hypocritical on. For instance, I personally believe it is worse to steal music from the internet and ignore your parents over print one sided papers and attempting to avoid jury duty. "
118	It reflected my honest opinion
119	I went with my gut and how each situation made feel.
120	I thought the actions they did were bad (some more than others) but nothing too extreme.
121	"Using the small amount of information that I was given, I thought back to personal experiences and what I thought of those people who had done similar things."
122	Based on my own feelings and beliefs. 
123	its hard to evaluate the individuals without knowing them. I base the answers on people I know who have done the items listed. 
124	I mostly followed my gut responses. 
125	Because they say a certain thing is wrong and then they do the opposite when the wrong they detest happens to them.
126	Because the characters just recently had a conversation regarding the following topic they discussed but right after that they just easily committed those wrong doings.
127	I have very little information to go off of.  I don't think trying to get out of jury duty is a bad thing (especially with some of the cases here where you can be in a lot of danger on a jury).  I do think it's bad to download music illegally.
128	"Well, I went with the two sentences you gave  me and I tried to put myself in their shoes to whatever extent possible."
129	BASED ON MY OWN MORAL BELIEFS AND VALUES.
130	Because they written to sound unethical and unlikeable 
131	I thought about why they would do the actions they did. I also thought about the harm they would be causing by their actions at the moment.
132	I based my evaluations upon their willingness to do the right thing morally.
133	Basically just how hypocritical they were.
134	I evaulated them more on hypocricy than morals.
135	Some things that the people did were more unethical than others.
136	They we're two-faced
137	Becky didn't go back on her morals in the example give. Kevin said one thing and acted in a contradictory manner. 
138	"I try not to assume too much about people. If they take an action, it may be to protect themselves and that's their business."
139	I thought the ones who said one thing and did the opposite were hypocrits.
140	I went with gut-instinct answers.
141	I remained neutral about their character assessments because I feel the actions presented did not reveal much.
142	There wasn't much information so it was mostly based on gut feelings.
143	"I guess it depends on how often your mother calls every day and whether you were doing something at the time. Using one side of paper, is a judgement, but I don't think it is a MORAL judgement.  Getting out of jury duty through lying and stealing downloaded music, no matter how common, is still on some way a moral judgement."
144	Because it is how I would have acted if  i was them.
145	because that is how i honestly felt
146	"if they said one thing and did the other, they were being a hypocritical person. Doesn't always mean they are bad"
147	based on my own personal moral code
148	"I evaluated them based on how bad the decisions are that they made. Some decisions are easier to go against than others, and there is a point to where you can preach about something but if you don't practice what you preach, you become a hypocrite and wrong."
149	"If people seem hypocritical, they probably lie about a lot of things. I have a hard time trusting people ho lie."
150	"A lot of what they did wasn't so bad, like printing paper one sided, but the fact that they did the thing they claimed moments ago to be morally wrong made them a hypocrite, and made me less likely to like them and trust what they did."
151	O evaluated them solely by the words that came out of their mouths
152	My main issue with each character was his/her hypocrisy -- the fact that they were doing something they had just stated to be wrong.
153	Because all the moral issue were different.
154	I am way to cautious of people to begin with so i always question if they are good people or not
155	"They said one thing, then did another."
156	They lied.
157	Just looked at what they said and compared it directly to what they did when they were placed in the exact situation they were talking about.
158	It never said that they were discussing how wrong it was to not answer your mothers call or download music. So they weren't being hypocritical. Everyone has moral decisions to make each day. It doesn't make you good or bad just challenged to do the right thing. 
159	I evaluated the characters the way I did because they would pick and choose what was morally right and what wasn't. They had strong opinions about one thing they deemed immoral and then hypocritically did something else which someone else may find immoral. 
160	"They need to practice what they preach.  I may not be perfect, but I'm not going to tell somebody it's morally wrong to not answer my mother's calls then ignore my mother's calls.  But, they still could be likeable people most of the time even if they are a bit hypocritical, so I didn't go too far down on whether I'd like them or not.  "
161	"I evaluated the characters the way that I did because in their conversations, or in their opinions they were not only honest with how they felt, but honest about the fact that even though they feel that these things are wrong, they openly admitted that they do, do the same things. "
162	FROM ONE INSTANCE OF THEIR PERSONALITY. 
163	I believe people should be honest in their actions
164	they were stuborn
165	"i evaluated them based on the information you provided, which only pointed out bad things about that person"
166	I judged them based on what they said was wrong and if they did the things they said was wrong. People should not be hypocritical. 
167	I read the scenarios and decided what I thought the characters would be like in real life. 
168	I evaluated them based the combination of how moral each of the two acts were and what I thought that said about the person.
169	It just seemed like they were hypocrites and I don't like that.
170	I just went with my gut reactions.
171	"I believe paper and ignoring your mothers call could have good reasons and be ok, but not the best.  On the other hand with the illegal music and jury duty that is dealing with your morals of honesty directly and I believe are more serious."
172	"In general we are taught to do/not do all of those tasks. When other people do make the wrong choice we judge them on what they did. Avoiding jury duty and downloading music illegally are worse that ignoring a phone call or printing a document one sided. However, small snapshots of someones actions make it difficult to judge them well."
173	based on my morals
174	"I rated the characters the way I did because they were hypocritical. If they have those feelings towards certain actions, they should practice what they preach instead of doing the exact opposite of what they believe is right or just. "
175	"Kevin was cool, Becky was just trying to show off"
176	"They didn't practice how they preached, regardless of my personal opinion on the morality of their actions."
177	"I do not have much dislike for hypocrites. I think that someone can logically acknowledge something and then behave otherwise for unstated reasons (convenience, greed, etc.) and that this does not inherently make them a bad person. As both characters very clearly behaved hypocritically, I marked them both high on the hypocrisy chart. Their other traits, however, I based on the actual deeds they did, and how much I find each act morally heinous."
178	based on the words around it and if i could make out what was writen
179	because they really do anything wrong that was seriouse
180	The people seemed to say one thing and then do another.  These people are not like me and I set the moral standard of good or bad based on myself so the more different they were or more specifically the more different the actions they took compared tot he ones I would have taken made me like them or judge them one way or another.
181	I think that each situation could not be looked at the same.  Some of issues were more serious for me than others.  Jury duty is a duty of all citizens of our country. It is a bigger issue than dismissing a call from my mother.  Those were the extremes and everything else fit in between.  
182	Because they were hypocritical. If they wanted to skip jury duty or ignore their mother's calls they could've been upfront about it instead of criticizing people that do those things then turning around and doing what they condemned.
183	Discussing certain topics with people then soon after doing exactly against those topics are usually viewed negative by most people.
184	"Based on their actions after their statements on the smaller moral/ethical issue.  Since we were not provided with their stated opinion on the larger moral/ethical issue, we had to draw a conclusion based on their other statement and actions afterward."
185	"Some documents need to be printed single-sided, I don't care about music downloads, you should answer your mother, and jury duty is tough and can cause problems on the job"
186	I didn't feel that I could accurately judge if the person was immoral just from one instance.
187	THEY WHERE NOT HONEST WITH THEMSELVES AND TO OTHERS .
188	I sensed quite a bit of dishonesty in the responses from both of the characters.
189	I evaluated them on whether or not they were hypocritical. It is one thing to do something morally wrong. It is even worse when making judgements about an issue and then doing what you said was wrong.
190	Some things are more important to me than others.  Just because you try to get out of jury duty doesn't make you a bad person or one that cannot be trusted.  Most people are so busy at work that going to jury duty puts them behind.  It can also be an extremely long boring day so I understand why people try to get out of it.
191	"Based off of the small facts I learned about them, they all seemed like not the best people. "
192	They didn't do what they say others should do. 
193	personal belief 
194	I used the the Ten Commandments and evaluated them by that standard.
195	"I did not have much information to go on so I used my gut instincts to rate good/bad favor ability towards them based on what they said and then their actions. People who say one thing and do another are a particular pet peeve of mine. Some of the actions alone wouldn't be as big of a deal, such as printing one sided, but when combined with the rest of the information, I felt generally negative about these individuals. "
196	Through my own personal beliefs
197	Because they were hypocritical and dishonest towards themselves
198	Because they were telling the other person one thing and then turning around doing the same thing they got scolded for.
199	They are both hypocrites and have questionable morals.
200	"We were not told why Kevin had to get out of jury duty - maybe a death in the family, maybe no transportation, maybe he was having surgery that day, etc. If he just skipped on purpose then it was very wrong. Especially since he told his friend not to ever miss jury duty. We don't know if it was a legal document that had to be copied and sent in as is - if possible, we should double side. Downloading something illegally is always wrong and even sites online can cause damages to your computer as well.  To tell something to someone and then to do the direct opposite is being hypocritical - having the do as I say not as I do attitude - I hate it."
201	Just based on their actions.  They were doing things that I think are immoral so I judged them negatively.
202	I used the information you provided me.
203	Their actions.
204	It was a personal preference to the issue.  I do not think you should ignore your mother's call or get out of jury duty for no reason
205	Because they were hypocritical.
206	basic perception of what the thing is that they did with limited information
207	I think they are the type of people that don't value anything but themselves.  They are arrogant and don't think at all of others.
208	"If you say that something is wrong, but do it anyways, that itself is wrong. That's kinda messed up to do so."
209	Just on the different actions that they did and their beliefs on the topics.
210	The actions aren't that big of a deal. 
211	I do not like hypocrites. I do not trust people who say one thing and do another.
212	I don't think the people were being outrageously mean or bad. I just think they had certain preferences that they had.
213	Because I don't like when a person says one thing and then does that exact thing that they ridiculed somebody else about.
214	They so one thing and then do the opposite.
215	They seemed to be more hypocritical despite the things they did
216	Because everyone is a hypocrite in some way. That information doesn't allow me to make a judgement about any other characteristics about a person.
217	I evaluated them based on my ideas of what is morally right and wrong. 
218	"Because the characters seemed certain that the things their friends were doing was wrong, then turned around and did it."
219	They were not being environmentally friendly and Becky should have called her mother and paid for downloaded music. 
220	Because they did stuff wrong.
221	I do not like it when someone says one thing that they take a stand on and then turn around and do that very thing they said was wrong.
222	i liked those
223	This question is terribly vague. I evaluated them the way that I thought they should be evaluated. No one discussed did anything completely unmoral or unforgivable. 
224	"If someone tells someone else that something is morally wrong but says they do it anyway, they are not at all very good or moral people."
225	I evaluated them as not honest and hypocritical because they criticized things and then continued to do the same things.
226	"Because most people don't know proper printer etiquette and try to get out of jury duty. Music is so cheap, or even free if you stream it, that there is no need to illegally download it. Also, although you may ignore your mothers calls, you never know the consequences of doing so. "
227	These scenarios are based on things that our society seems to think are rules that are fine to break. my issue with the characters is that they said one thing and then did another.
228	"I really don't like hypocrisy especially when it comes to moral hypocrisy. But they did acknowledge their hypocrisy so I took that into account as well. Also, the moral issues presented here weren't a huge deal in the grand scheme of things so I didn't rate them down as severely as I would in more important moral issues."
229	"Some of the behaviors are very bad, like ignoring mom's call or wasting paper."
230	do not ignore your mothers phone calls!!!
231	That's how I personally believe.
232	"because you asked. You want me to go over each question that you asked me? well, lets see..... It is wrong, it is ok, it is wrong, my opinion."
233	I looked at what I would have done and used that to judge the morality in the situation.
234	"Becky was technically committing a crime, so I judged her a bit more harshly. Printing on one side of the paper is fairly common, and trying to get out of jury duty may be dishonest but not necessarily illegal."
235	"they said they believed one thing, but in reality, they did the opposite."
236	I judged them to be hypocrites for saying one thing and judging others but turning around and doing that same thing.
237	They were liars.
238	I don't think downloading music or trying to get out of jury duty necessarily makes you a dishonest person. It doesn't make you a bad person because these are things pretty much everyone does with no malicious intent. 
239	"I tried to judge what they did vs what they said, and applied some of my own beliefs in judgement."
240	I based it on which actions I believed were worst.
241	Based on their actions.
242	I judged their actions and words in contrast to my own beliefs
243	Based on what I think is morally right and wrong.
244	by understanding that just by these two things there are also a lot of different parts of people
245	"depending on the situation, there are exceptions for immoral behavior. But someone who consistently does immoral things despite claiming them to be immoral is a hypocrite, and is not someone I want to be around."
246	BOTH WERE HYPOCRITICAL FOR DOING THINGS THEY STATED WERE IMMORAL.  THAT SAID SOMETIMES WE DO THINGS THAT WE THINK ARE WRONG BASED ON THE CIRCUMSTANCES
247	it was just what I thought was important and what I thought made sense depending on circumstances.
248	"I couldn't tell whether they were hypocritical or not based on the scenarios.  However, I thought both were immoral for their actions.  Becky's actions were much more immoral, I thought, so I rated her worse."
249	I just went with what i thought was good judgement but nothing to crusial.
250	I tried to put myself in their shoes and/or think about circumstances why they would act the way that they did. 
251	Because they go against or moral standards.
252	Based on my own moral compass.
253	"They had an opinion on something they thought was not good, but then pretty much immediately do what they were against. "
254	"I just did it based on a gut instinct, my first opinion is what I went with."
255	I thought about what one incident may or may not say about them and how likely I would be to take the actions they did.
256	it was based more on what they were doing then the characters themselves
257	Due to directly contradictory evidenced scenario compared to their expressed ideals in the descriptions.
258	I rated both of them negatively for judging thier friends than then doing exactly what they  were taking a stand against.
259	Doing things that are illegal are also morally wrong.
260	"Because of how their actions reflected their character more than their words did. Saying it is one thing, acting a certain way is another."
261	"Becky was hypocritical about something that is illegal, and blew off her mom.  Kevin's situation is more understandable.  Not many people care to do jury duty, as they usually have to take days off of work by using their own vacation pay, and not getting paid much for their service."
262	Everyone has flaws and tries to project themselves in a better light to others. Not a fan of hypocrits
263	I pictured the situation and evaluate what was right from wrong.
264	It seemed morally and ethically right.
265	"There is a lot to each other these, but the easier to talk about is ignoring your mom's call. It is very easily corrected by a returned call, and there are legitimate reasons for missing a call. Jury duty is my most ""immoral"" because it is the underpinning to our functional society that already needs work in areas of justice."
266	"because I don't any of them personally, this little bit of information does not really say everything about them personally"
267	"I considered how each person seemed to speak against a particular behavioral concern.  Yet, each person engaged in said behavior."
268	Because they said one thing then turned around and did the opposite of what they said was wrong
269	"I think they both displayed aspects of dishonesty, but neither of them were very bad. Their bad habits weren't really a big deal, and doesn't mean that they are actually bad people. "
270	"From a life experience as such, I felt that they balanced out to a similar point of view that I was once in and that is what made me evaluate them the way I did."
271	"I did not like that they are very hypocritical, even the morally wrong things that they did were not that big of a deal."
272	I judged them based on how i would react in their situation
273	"Because they were honest about being hypocritical sometimes. It wasn't as if they said ""People should NEVER do this, because if they do, they're horrible people"" and then go and do it. They said they don't like it, they think it's wrong, but that they themselves sometimes do it anyway. Annoying and kind of dumb? Yes."
274	Based on my moral values.
275	It is difficult to make such sweeping judgements about a person based on a single instance of a single action
276	"They both seemed to care about right and wrong, and they were honest enough to admit that they sometimes fell short of their own moral standards. I also don't think the things they did were that terrible. But they did exhibit some thoughtlessness."
277	They were hypocritical.
278	Just based on the little information given and how I judge the acts.  It could change with more information provided about the people in question.
279	They said one thing and did another.
280	they where two faced people
281	"They were based off of my personal ethics and morals, and as well experiences."
282	They did things they said they think are wrong. They are hypocrites.
283	"They all stated that they found a certain action to be immoral, and then immediately did that immoral action, which made me view them negatively."
284	neither of them did anything that was really terrible so i wasn't too hard on them when i judged them.
285	Neither of them seemed dishonest. They were both up front about what they were doing. These also seem like minor infractions.
286	I only knew a little bit about them so mostly rated mid range except for hypocrticial which the scenarios proved they were.
287	I think getting out of jury duty is bad as it is ignoring a duty and not taking calls a lesser offense as not wanting to talk at all times doesn't state how you feel.
288	"There may have been good reason for trying to get out of jury duty or ignoring the mother's phone call. Downloading music illegally is clearly a crime, so I question her honesty more than the other guy. There are often reasons to print things one sided. "
289	"Though it was very surface level judgement, they both had their flaws. Knowing Kevin was very opinionated about jury duty, he was very hypocritical when he tried to get out of it. Unlike Becky, where she knew it was wrong, but does it because it's convenient."
290	based  on how they followed their own beliefs. some of the things they did i do not find that bad but they said they did...then turned around and did them.
291	because i hate hypocrites 
292	based on honesty and what the issues at hand were.
293	I don't think they did anything wrong.
294	I felt that their behavior indicated that they were not necessarily very thoughtful or considerate of others. They appeared to be rather self-focused.
295	Based on their actions it does not mean that they are not good people. Everyone does what they do for different reasons. And sometimes they believe that it is not harmful to others.
296	"To personalize the situation. When the situation was just presented without a scenario, the situation didn't seem as bad."
297	"I went with my gut feelings.  In general, the little things people do can tell a lot about their personalities."
298	"You can't make a full judgment based off a few details. Maybe she was busy and ignored the call, maybe the Kevin's document had to be one-sided."
299	"Because based on the questions, there were a lot of assumptions made.  I don't like making judgements without more information.  "
300	They were dishonest and not trustworthy.
301	Mostly because they seemed like jerks.
302	"They were hypocritical, which is worse than those acts they were doing."
303	I think I might have had a bias against the male (KEVIN). Sorry
304	All I have to go off is the little I was told. I give people the benefit of the doubt whenever I can so I try to not judge too harshly.
305	"Jury duty sucks, printing on two sides is for tree huggers. Ignoring your mother is mean, she loves you."
306	"I felt that they were both behaving poorly. If you will do little things wrong, then it just means it is easier to do the big things wrong. You may start off doing small things but it always leads to worse."
307	"They were being hypocritical. It's fine to believe those things, but you should at least stick to what you believe in."
308	"Most people have dl'ed music in their lives, so I didn't dislike Becky for doing it.  Ditto for ignoring phone calls.  Text, don't call.  Kevin, on the hand, is nuts.  Morally wrong to print one sided?!  That's crazy talk!  Plus, lying to get out of jury duty isn't the best showing for his character."
309	"I didn't think any of these things were particularly morally wrong, although I did find that the men seemed less trustworthy by virtue of being men."
310	"There is not enough information given about the characters. The scenario just states they discussed these events, yet did not state what they believed in., so I could not tell if they were being hypocritical or not."
311	"I evaluated them based on their actions, which were not very admirable. "
312	because thats the way I feel
313	"Some of the issues bothered me more than others. I think that not answering your mom's call can be one of the worst things you can do....what if something is wrong? I also work with authors so I know how much it hurts them to have their books pirated, so it bothers me a great deal for someone to illegally download music."
314	"I believe Becky to be more morally questionable and untrustworthy since she does something illegal. Kevin tries to get out of jury duty, but I do not know to what degree -- Is he lying to get out?"
315	"In both scenarios, each person was speaking from their platforms whilst ignoring the impact their other actions may have had."
316	Jury duty is a civic duty and I believe that everyone should participate. The other things were not as cut and dry so I rated them as not as severe.
317	Downloading music illegally I stealing from someone. Getting out of jury duty is trying to deny your governmental duty. Not answering your mother's phone call is just mean. 
318	"I evaluated them based upon how serious I thought their forms of hypocrisy were. Printing paper single sided isn't so bad, but ignoring your mother seems graver to me."
319	"Because I try to see myself in those situations. Either from what I actually did while in those situations, or what the best thing to do would be if in that type of situation."
320	"I evaluated them on the basis of their theories and actions, which are opposite. "
321	"I evaluated them based on what they did.   However; who am I to judge?  Only God can judge.  Knowing little information about each person as a whole, it's difficult to determine the type of people they are.  "
322	Becky ignoring her mother bothered me more than anything else. 
323	I don't like liars.
324	levels based on relationships. 
325	"Because they, themselves said it was wrong to do the things they were doing. Maybe it would have been different if they had explained a few things first, but with the given information they just seemed like bad people. "
326	I didn't agree with them telling their friend one thing and then doing another.
327	Those were my personal opinions on both of the characters.
328	I judged them based on what they felt was wrong and right (or what they told their friends).
329	different circumstances put them in that situation
330	i think that the persons acted like most of people are acting. Sometimes their doing is not completely morally right but also not a reflection of a bad character. I think its more or less normal.
331	"If they think something is wrong, they shouldn't be doing it themselves."
332	"Family is more important than music, you should always take your mothers calls. While jury duty may get in the way of a single income family or other obstacle, Kevin was a bigger hypocrite for saying it's morally wrong to print one sided papers, and then doing exactly what he said was wrong. "
333	I just rated what each did according to how bad I thought the action was. Illegally downloading music was the worst one.
334	Sometimes it is ok to not do something morally correct. Humans are not perfect beings
335	I judged them based on the actions they committed
336	Because that's the way i felt about them...
337	Based on my own judgement of morality
338	"Not the fact that they lied, but that they did it immediately after saying those actions were things they didn't like"
