id	reason
41	Because all of them said they thought something was morally wrong and then when nobody was around they did the exact same thing and were completely hypocritical 
42	I evaluated them based on my moral upbringing and the morals and ethics I have learned as a result of growing up in the US.
43	"Mothers are very important! Other things are bad, but not as bad as that."
44	"I was a little concerned that in each of the scenarios, it stated that so and so was discussing the action with someone else, not that the person the question was about actually agreed with that person. So, I based my answers on the fact that both individuals participated equally in whatever the scenario was."
45	I tried to be empathetic. 
46	I evaluated the characters based on how i perceived the morality of their actions.
47	"I didn't feel all that strongly about any of the scenarios, the negative things they did we're all pretty minor.  The people were all fairly hypocritical but not enough information was given to make an accurate and informed ""moral judgement"" about any of them beyond that. There could have been any number of extenuating circumstances influencing their behavior. "
48	It was difficult to do much other than stay in the middle ground. Issues that affected family relationships I was a little more harsh on.
49	"By the actions and behaviors that they displayed - aided by the fact of their ""gossip"" about another - which was often hypocritical"
50	"If you can't trust people in little issues, can you trust them in large decisions?"
51	I based my decisions on my perspective.  I'm a mother and wouldn't have to have my children ignore my calls.  I've tried to get out of jury duty.  I copy single sided more often than double-sided.  I don't download anything illegally.
52	Don't have enough information about the characters to make conclusive evaluations of them.
53	"Part of it had to do with whether or not I thought they did it deliberately. Someone may think that printing a paper single-sided is wrong, and neglect to see that their computer settings on single sided. However, nobody accidentally downloads music illegally or ignores their mother. Another part had to do with social norms. Maybe trying to get out of jury duty isn't the greatest thing to do, but almost everyone I know tries to. Honestly, it's not as though there won't be someone to take your place if you try to do that. "
54	"If I thought their actions were immoral, I rated them more harshly."
55	based on how I would judge them if they were my real friends
56	I figured that they were all honest about their hypocritical thinking.  I judged them partially on how negatively I view each of the actions.
57	Some things such as stealing music and not obeying the law (Jury Duty) are morally wrong becasue they are illegal and can get you in jail. Othewr issues such as noty calling your mother are not morally worng because the yare a choice.
58	I rated them based on the norms of society and my inner thoughts. 
59	just based of my own feelings of morals
60	"In the scheme of things these are all really, really minor and only one is actually a criminal offense. Nobody's perfect, sometimes you just need to be a little selfish to take care of your own mental health."
61	I looked at them as human beings who have both good and bad traits.
62	I evaluated the characters mainly out of how respectful they are. Ignoring the mother was a big deal for me. We also live in a country where due process is a right. Working around jury duty only hurts due process. Illegal downloading only hurts smaller musicians/indie films. I have no problems with pirating AAA movies.
63	"I feel like ""discussing"" something doesn't necessarily mean its a good or bad discussion so I just based it on the action they took itself not the conversation they had with the friend. "
64	"I thought of the fact that although they may have felt these things morally wrong, at least they admitted to doing these things. This makes them a good person overall to me. I believe I may have misrated the earlier subjects. The final subject was my most accurate rating, I feel."
65	Based on my own beleifs if i think an act was good or bad. I used this make my judgements about the characters and their situations. 
66	I guess it was because it is the way I was raised. 
67	"If people said something is wrong, but that they still do it, they are more trustworthy than someone who does something they say is wrong, but doesn't admit to it. "
68	"The characters all admitted to thinking something was wrong, but they did it sometimes anyways, which was being honest and hypocritical at the same time.  But they were things that everyone does, so it would not change the like ability factor for me a great deal."
69	I evaluated the characters in the same way I would have evaluated myself doing the same things.
70	"I used only what they said they believed in against to what they did when they put their beliefs to the test to determine how much of a ""rounded individual"" they were. All the while, giving benefit-of the-doubt for the unknown areas of their social-matter/moral ""compass"" reasoning as a way to allow more room for understanding one to being a quite possible, reasonable and trusting friend. "
71	"They were extremely honest in admitting that they did these behaviors anyway, even though they felt it was morally wrong.  Yet none of the behaviors is that terrible to me, that I would think they are fundamentally a bad person."
72	"Because i'm a basically honest person. I often tell the truth even if it gets me in trouble. So if I think something is morally wrong, I don't do it. Of course my morals differ from others..."
73	The scenarios that were given are common. Everyone knows people similar to those described in the scenarios. I evaluated the characters according to what I have done in real life.
74	I only evaluated them based on my own beliefs.
75	"I think each circumstance should be judged differently.  For example, not answering your mother's phone call to me, is worse than using paper one sided and not two.  "
76	I evaluated them that way because it never stated how that person responded to the statements. We only heard one side. I felt that not all the things were wrong to do since I do them myself. 
77	Mostly I based my judgements on myself.
78	I based it on how I feel myself about each of the subjects they felt were morally wrong. 
79	The characters should not have said the thought it was morally wrong to do something and then do the same exact thing that they thought was morally wrong.
80	Ignoring the woman that gave birth to you's phone calls is pretty unforgiving. Everyone downloads music illegally off the internet.  Jury duty is a duty not a right and I think that neither should have skipped it. And that paper guy should like reasses his life.
81	I felt that they were being hypocritical to say that someone else is morally wrong then shortly after do the exact same thing they were just judging. 
82	"I based it upon the perceived seriousness of the transgression, and how much I feel that we are all guilty at times of exhibiting these behaviors. I know myself to be basically honest and good intentioned, and yet I could at times do any of these things mentioned."
83	Because they said one thing and did another.
84	Decisions are situational. It's difficult to call somebody a hippocrite based on a single decision. Also it just said that they mentioned their freind in a conversation. They didn't say that they were doing anything wrong so It's hard to call the a hippocrite. Other fields were based on my personal opinion of the actions they took.
85	Because they were all blatant hypocrites.
86	I believe they are all hypocritical. i agree that some of the actions are worse than others.
87	"I thought they were sort of honest and trustworthy in that they did admit to the friend that they occasionally do things they find morally not ok.  That in itself is hypocritical, but not as much as if they lied and said they don't do those things."
88	It's just  the beliefs that I have.
89	"I tried to envision myself doing the things mentioned in the stories, and see how bad I would feel. I graded accordingly."
90	"Based on the degree of the ""crime"""
91	I have a lot of the same morals that were in the survey
92	Just how I feel
93	I evaluated them based on my personal belief system.
94	"Most of the actions they did had nothing to do with morality, or at least were not severely wrong. Most of them were things a lot of people do all the time."
95	"Each person claimed that an action was morally wrong for others to do, yet they performed those actions themselves."
96	They were doing things that they themselves thought were wrong.  
97	"I felt there could be legitimate reasons for not wanting to answer the phone at a particular moment or get out of jury duty, so it didn't make me believe they were bad people, though there were very hypocritical for saying one thing and doing another.  But downloading music illegally is a crime AND she was a hypocrite, so I had a much lower opinion of that person."
98	I did it based on their actions and how they behaved.
99	It is alway easier to be the judge than to be judged by someone.
100	By how I feel
101	"I assumed the story at face value. Of course, there could be extenuating circumstances that were not described that could modify one's opinion."
102	It seems like they shouldn't do the things they are putting others down for
103	I am not sure.  More on the actual facts of each one. 
104	People often do not practice whist they preach so I tended to give them the benefit of the doubt rather than be extremely judgmental.
105	Certain things like ignoring your mothers call does not make you untrustworthy but if you were down on someone else for the same thing it makes you a hypocrite.
106	They weren't completely wrong or hypocritical since they weren't the ones mentioning friends who did the bad things.  But they were partially wrong for doing things not completely ethically.
107	They did something wrong.
108	I put myself in their situation and imagined myself in that scenario.
109	"using one side of the paper is sometimes needed, but the other things like ignoring moms phone call how do they know if it is an emergency or not, and jury duty has to be done who else is going to do it if they don't, and down loading illegally anything is just wrong"
110	Only the illegal music download is actually a crime. None of the characters actually expressed a belief that the actions were wrong therefore they were not being hypocritical.
111	Because I dont know them personally I just know of the one instance.
112	"Because the scenario did not mention how the character responded to the conversation. For example if he said ""I always ignore my mom's calls and then call her back when I have time to have a conversation"", it would not have been hypocritical. "
113	I evaluated them the only way I know how. The same way I evaluate myself.
114	I don't like to judge others. Everyone is a hypocrite sometimes.
115	That is the way I think
116	"In each scenario there could be circumstances in which each individual did what they did.  For example, Kevin printed only on one side of the paper even though he said it was morally wrong yet maybe he printed on one side because he was told too as in a work related matter.  In the circumstance of not answering his mother's call was that since he was with his friend, he didn't want him to intrude on his conversation with his mother and possibly waited later to return the call.  As far the downloading of music, is it morally wrong if its not illegal?  For instance, some musicians give consent for the downloading of free music, does it make it morally wrong?  As far as whether I like the person or not has no bearing on whether they are a good person.  I can't judge them for their actions.  In all the scenarios they did nothing to hurt me or offend me in anyway.  There are just to many circumstances that I can analyze to make it go either way.  There is no one set way, we are not all the same."
117	"Because I think they were all hypocrites, and I strongly dislike hypocrites."
118	"Well, everyone's a little hypocritical, but depending on what it is, I may like you more or less for it. Music downloads are horibly wrong, but a lot of people do it and see it as fine. Overall, however, I don't feel that a person being hypocritical about a single issue says much about them."
119	"None of their offenses were anything to be terribly upset about, even if slightly hypocritical or immoral."
120	I tried to think what I would do in each situation. I think that most people do say they don't do something and then turn around and do it anyways. So it's easy to see that even minor incidents they would still do what they say they wouldn't do. I know myself and others have made statements and then done the opposite. 
121	I looked at what they said and did
122	Because they talk about somebody else doing it then do it themselves. that isn't write.
123	"I tried to base my opinions on them only on the info I received.  Like the guy who used the paper one-sided after saying it was morally wrong?  It could have been an accident.  The man ignoring his mother?  She may call a million times a day for very little reason while the other mother could be ill, etc.  It's not my place to judge others (too much, anyway, haha)"
124	By the weight of their actions
125	"Because they were hypocrites.......I didnt think it really made me dislike them, but I would definitely be careful of what information I believed from them."
126	I tried to go severe to less severe
127	I evaluate them upon my moral basis
128	Based on how I viewed each senario each person was participating in.
129	I am a trustworthy person and see that others should be as well.
130	"All of them are hypocritical, and without any other information, I have no way to determine how hypocritical they are. All of the characters were evaluated negatively because, everything else being equal, I only have a negative action upon which to base my judgement of them. I can't reward them for being immoral. "
131	The paper use is just annoying. If you're going to get on a high horse about it then live up to it. Same with downloading music; fine if you don't like it but no one wants to hear about it. The calling the mother situation I gave the person more slack. There's a difference between ignoring once and making a habit so I couldn't judge but he did seem to place importance on talking to mothers so I give him the benefit of the doubt. Jury duty is easy to judge if you're not the one in the situation. Opinions and actions change when they're acutally happening to you sometimes right or wrong.
132	They were all being hipocrates. Do as I say not as I do. I couldn't stand them and it's a big factor on their character. 
133	Scenarios did not provide enough overall characteristics to make a decision that each was entirely bad.
134	Because of social patern
135	"One, I view doing something you want to do and avoiding something you don't want to do two separate things. I also have my own personal bias, considering I also ignore my mothers calls but would probably never try to get out of jury duty."
136	based on if my friends did that right after I talked to them about it
137	Based on their hypocrisy and the subject they were being hypocritical about.
138	"I evaluated the characters based on the subject matter in addition to how I personally feel about something being morally right or morally wrong. In some situations, it's like we have a moral duty or an obligation and in others not. So, for me, it basically depended on the issue and then how I felt about it. "
139	I didn't think what they did was much of a basis for disapproval and so generally viewed them fairly positively though not highly positively since I know too little about them.
140	because situataion were different.
141	because they were participating in a conversation previous to their decision which reflected poorly on the decision that they made
142	Because they lied to a friend of there and was being hypocritical about how they think it is wrong and did it themselves. It is wrong to lie about it just to show that you support what their friend is saying. They could have said yeah it might be wrong but i sometimes do it also.
143	By how right or wrong the actino was
144	"All pretty much the same scenario.  In all cases, nobody was in real danger and they are all miniscule things."
145	Mostly due to their hypocrisy.
146	"These actions tell me little to nothing about them, so I ranked them all as pretty much neutral. /  / Who cares about printing documents one-sided? I'd be hard pressed to find anyone who hasn't downloaded anything or tried to get out of jury duty (not that this makes them good things to do). And who knows, maybe that one guy's mother is narcissistic and he's cut off all contact with her. I don't know. /  / Did the next guy rip off a mattress tag?"
147	Because I felt like that was deserved.
148	They were evaluated the way they were based on the severity of the infraction and wether or not they were the one complaining about the aquantince.
149	"Based on my own principals - a lot of their actions weren't particularly bad, it was the hypocrisy that I dislike."
150	I don't think knowing one thing about them is enough to make a solid judgement as to their character.
151	I made my evaluations based upon the limited amount of information I was provided. The information is to vague and limited in order to determine what kind of person the individuals truly are. Making an assumption based upon such limited information would lead the error of prejudice and stereotypes. Although one thing I can say for certain is that the issue of printing globs of paper in our fragile environment is extremely a turn off.
152	We were not given enough information to rate them on likability or trust.
153	"I feel that I didn't have enough information to completely judge the people on the levels of whether I liked them, or found them trustworthy."
154	Because they said one thing but their actions reflected something else. 
155	"Some things like answering your mothers calls are held more as a moral duty, as opposed to the civic duty of participating in jury duty. So when someone ignores there mother it's frowned upon more so than someone trying to get out of something they don't want to do, like jury duty. I evaluated some of the characters based on the way they behaved after they said a certain action was wrong. One character said it was wrong of another person to illegally download music but turned around and did the very thing they said was wrong. I find that to be very hypocritical and I wouldn't trust anyone like that."
156	"They were pretty nasty folks, I gave them poor marks, especially Ms. Download woman, she is my least favorite! / A group of hypocrites, that's for sure!"
157	"Downloading music illegally is something I don't have a problem with, to be honest. I also think that jury duty is a huge pain as can be parents. Wasting paper just seemed like a deliberately obnoxious thing to do and I didn't like Kevin when he did that."
158	"I just feel that if you criticize someone that is doing something wrong or illegal and then you turn around and do the same, it is hypocritical. They have a very phony type of personality."
159	"Only from the brief information given, I evaluated how I viewed the subject being discussed and how I felt about it.  "
160	"Well I thought about how ""bad"" the thing that they did was. But I also tried to give them the benefit of the doubt. Ignoring your mom's phone call is bad if she's 93 and on her death bed but ignoring the call isn't so bad if you're in college and she called you fourteen times a day."
161	just because you do some not so good things at times doesn't make you a all around bad person
162	just gut feel
163	"Nothing they did was particularly wrong, but they were hypocrites for judging a mutual acquaintance. "
164	I felt like if they were lying about those things they would probably lie about other things and they all seemed atleast somewhat hypocritical.
165	"I evaluated the characters based on how wrong I believed their actions to be but I did not think they necessarily pertained to each of the question. For instance, why would downloading music illegally make you hypocritical?"
166	because they all went out of their way to condemn the very behavior they exhibited. 
167	"A lot depended on what they were doing - they were all honest that even though they thought something was wrong, they did it anyway. I was given too little information to actually base a judgement on how much I might like the person or whether they were a good person - one event or behavior doesn't determine that."
168	Because they were dishonest and hypocritical.  Their character did not appear to be very strong and their actions were questionable at best.
169	All the characters seemed to understand that something was morally wrong but decided to act that way anyway. I don't think that makes them a bad person  or not trustworthy.
170	I evaluated the characters based on the fact that they did something that their friend approved or  disproved of but later did it themselves. On some of them I put myself in their shoes and thought of what I would or would not have done.
171	"Without more information I can't make a good judgement about anyone's character.  The person's mother, for instance might be a terrible person that causes pain to them when they talk. For jury duty it can be bad timing.  The paper use can't be judged by morals unless it is at someone else's expense deliberately."
172	Based on how morally wrong I thought their decision was.
173	"I evaluated them a hypocritical if they denounced a behavior performed by someone else and then later did it themselves. However, that does not necessarily make them a bad person or untrustworthy, especially depending on the offense. I tended to rate them low on the scale for how much I would like them if they were hypocritical however, as this is not a likeable quality."
174	I just went with my personal beliefs and rolled with it. 
175	Depending on what they were doing if it didn't seem like a big deal to me I couldn't find any fault with them. But if they went against my thoughts on the issue it was a big deal.
176	I'm basing it on how I live life and my moral standards.
177	"Based on the issue being presented and how I feel the issue may or may not be morally wrong.  In addition, for some of the characters, there may be other factors affecting the decision of the character which is beyond their control."
178	"The good/bad was difficult; who knows about people. I kept it closer to the middle, though still bad. Hypocrisy is easier to suss out; the characters said one thing and did another. Honesty was the big one for me--honest with others, with themselves, with the world. A lot of factors go into one's state of ""honesty,"" and frankly most people, including myself, can't get by without lying to themselves at least a little bit. "
179	I don't feel that you can tell whether you like somebody or whether they are honest by whether they use too much paper or whether they don't want to serve on a jury or whether they ignore their mom's phone calls.  
180	There's not enough information to be too extreme one way or another.
181	It was hard to make a character judgement on them knowing they did just one hypocritical thing for me so I just marked that they were hypocritical and avoided making judgement on most other qualities in most cases.
182	I evaluated them based on my own experiences in similar scenarios
183	"It seem hypocritical to do about the very same thing`s that the were discussing to each other.They all had there degrees of hypocrisy but none- the- less it was still evident. In the case of Becky and Amanda,the later who was the one who initiated the conversation.Thus Amanda I believe is more dishonest or hypocritical than Becky in some ways."
184	"In each case, the person who did the supposedly bad thing was not the person who had expressed a strong opinion about it. Just because a friend thinks they should talk to their mother and use less paper doesn't morally obligate the friend."
185	Sometimes they do things that are wrong but admit to it so i think that is honest but it is still wrong to do what they did . / and the people who dont admit it are not trustworthy and hypocritical.
186	They all were hypercritical . All said one thing but ended up doin that exact thing.
187	"I formed an impression based on the characteristics implied by each action. An action that wasn't too harmful and avoiding an annoyance was understandable, while an action that does no good at all reflected poorly."
188	Based on the situation and imagining extenuating circumstances which might have been involved.
189	"I based them off my personal experiances. I work for an environmental organziation so I view wasting paper as a worse offense than avoiding jury duty, since I have also avoided jury duty. I have ignored calls from my mother, but not in malicious ways so I did not view that as offensive. I have not downloaded songs illegially but I do view it as an illegal activity, and therefore wrong."
190	They were being very hypocritical. I dislike when people say something is wrong and then go right ahead and do that said thing.
191	"The actions of the characters belied what their thoughts were. This does make them unhonest and hypocritical but I could not say I liked/disliked them based upon this single statement or if they were ""good"" based upon their actions."
192	It depended on the situation and circumstance as to why I evaluated the characters the way I did.  
193	"I didn't know the entire situation, so I did not stray far from neutral on my feelings toward the characters. For example, maybe getting out of jury duty had to do with an unavoidable conflict or a disability. And perhaps the character ignored his mother's phone call because he was with another friend and it would have been rude to answer the phone in front of the friend. Maybe the person who printed single-sided was using a printer that doesn't have the technology to print double-sided, but would have done it if he could have. The only one that I could judge for her character, given the context, was the one who illegally downloaded music."
194	"the characters never said they thought the actions were moral or immoral, only the friends did, so it was impossible to judge how trustworthy or honest they are"
195	I evaluated them based on the context of the scenario.
196	We are only shown the characters being spoken to.  They did not comment and we do not know what they are thinking or what their life experience has been.  I can't pass a moral judgement without more information.  
197	"Because they are hypocrites and trying to just be nice infront of their friends, yet they do bad things either way.."
198	"I didn't care for the characters mainly because they did not do these things ""on their own.""  They simply copied others."
199	"I evaluated them the way I did, because I do some of those things. I am very guilty of ignoring my mother's phone calls. But in my defense, she calls all.the.time. I've also gotten out of jury duty before. I didn't lie to get out it though. In my opinion, I don't think the situations had all that to do with morality, really. They were just kind of everyday things that people do all the time.  /  / Does this make me untrustworthy? :) hmmmm."
200	I have evaluate by reading well and  with my ideas.
201	I evaluated by the way of their action..
202	whether what they were doing was illegal or hurt others
203	They were all hypocrites.  Each of them said they found something to be morally wrong then went and did that thing. / 
204	"In general, I evaluated them by my personal beliefs on the situation and what they decided to do. "
205	"Most of the people did fairly hypocritical things, but some of those things were also illegal."
206	The characters are hypocritical and therefore I judged them based on their lack of character or their how flawed they are considering there way of thinking.
207	"I evaluated them based on my own personal beliefs. I believe we waste our resources (namely trees) and should stop doing this. I think it's okay to ignore mom's calls sometimes unless it's urgent. I am not very concerned about illegally downloading music, but I don't do it."
208	I tried to put myself in their situation and how I would have reacted. 
209	I evaluated them on my feelings.
210	"I went with my gut reactions for most of it. Otherwise, I based my answers on their actions."
211	Because I didn't think it was nice of them to talk about an acquaintance and then go do the exact same thing they had just discussed.
212	I don't care for people that expect others to do as they say but then go ahead and don't live that way themselves. 
213	I evaluated them the way i did because I truely believe thats how i would think and react to a real person that would do those things in real life.
214	"It is hard to judge a person on one act and I do not like to make a judgment until I have all the facts.  I don't know why he printed on one side of the paper or why she tried to get out of jury duty.  Although it appears hypocritical on the surface, it is possible extenuating circumstances that I am not aware of exist.  I prefer to give people the benefit of the doubt."
215	I thought about instances in my life and applied my opinion through those situations.
216	"I thought things that were more criminally illegal were more morally wrong. I judged this way also with family matters as a phone call from a family member could mean an emergency, so it's rather wrong to ignore family in my opinion. The single sided printing didn't seem like such a bad offense since that paper could still be later recycled."
217	"I made a mistake in the first one and tried to go back and change it.  I put that Keith was not hypocritical, and I think he was.   /  / I interpreted the ""sometimes I do it"" as not that often at all.  When someone says 'it's morally wrong but sometimes I do it anyway', that tells me that there has to be extraordinary circumstances that would compel them to do the morally wrong thing. The survey didn't indicate any such circumstances so that is why I evaluated them the way I did."
218	Being hypocritical about one thing does make person untrustworthy.
219	"I think they were being hypocritical, and if you are going to act like that, you can't be trusted.  Also, ignoring a family member, especially your mom is just totally wrong.   "
220	Know one wants jury duty. I think the prices they charge for downloading music is very expensive. Sometimes children don't want talk to mom.  Not coping double sided is a waste. It our trees.
221	"I personally could not judge whether or not I thought someone was a good person, I liked them or not or if I felt they were trustworthy based on what information I was given.  I felt the only portrayal of the examples given were based on morals so I couldn't really give a sound answer on the other questions."
222	There wasn't much to go on after the initial wording.  So I went with what I felt.
223	"Because certain situations were rather trivial, others weren't."
224	"Depended on the situation and the possibility of extenuating circumstances. For instance, perhaps he ignored his mother's call for a reason (busy, on the other line, etc).  The other situations seemed more cut and dry."
225	There are exceptions to everything--ignoring a phone call once doesn't make you a bad person. It's what you do consistently. Printing something single-sided isn't going to land you on America's Most Wanted. If you are submitting the paper for some reason and can't have it double-sided should you do it anyway and face those consequences or just do what you are asked? Life's too ambiguoous to cast moral judgement so easily.
226	"Based on each situation the level of moral, stealing ranked worse than using paper or missing a phone call."
227	"I rated all of the characters as being somewhat hypocritical because they displayed actions that they believed were morally wrong. However, I felt that most of those actions were not morally wrong so they could still be considered honest, trustworthy and good people to some degree. "
228	They all were behaving in ways that were slightly immoral.
229	Because a lot of them where hypocritical 
230	"They admitted that they sometimes did the things they thought were wrong, I give them credit for that instead of pretending they are better than the person they're talking about behind their back."
231	"I evaluated all of the characters as very hypocritical because they went back on their words and ""morals."" However, I seemed to base the other questions off of how morally wrong I personally thought the issue was."
232	"It generally depended on how morally wrong I thought the behavior was, but I tried to take into account the fact that they said it was morally wrong themselves."
233	"I think it gets down to personal standards.   I would never ignore Mom's call, but I don't believe in stealing music online. "
234	I evaluated them based on the wrongness of the thing they did and whether or not they commented on actions of others (none of them did). 
235	Just by going off I have percieved them to be. Some of them like downloading illegally I wasn't sure if the person was trying to portray the person negatively or just mentioning it in general conversation.
236	"Even though it was minor stuff, they were being hypocritical by condemning it then doing that exact thing."
237	They all spoke badly about the actions of others and then went and did the same things.
238	Because I didn't have enough information available to say whether I liked the person or if they were good or hypocritcal based on just one decision. People can influence our decisions at times. It doesn't mean we are a bad person or dishonest.
239	"Some of the alleged offenses are of differing degrees, in my judgment.  Also, I don't know their mothers.  "
240	"I don't care for hypocrisy.  I'd actually have a tad more respect for someone if they had not bad-mouthed a mutual acquaintance for doing the same exact thing.  If instead they had said, ""Oh Kyle does that?  I do, too.  I don't see anything wrong with it."" then at LEAST they wouldn't be hypocritical.  I still might not rank them as honest or trustworthy, though."
241	"Out of frustration because there wasn't enough information to really judge. They here something and do it. I don't know why, maybe they aren't smart by learning something, but maybe they did learn something that made them smart. I can't judge if they are a hypocrite because maybe during the conversation the also said ""hey, I print one sided all the time!"" It was frustrating."
242	"I thought they were all very honest for admitting their hypocrisy, but they were hypocritical nonetheless.  All of them seem like people I wouldn't like very much.  "
243	"I feel that if you lie to your friend, then turn around and do exactly what you criticized somebody else for, you're not a very trustworth or honest person."
244	"I evaluated their character based on their conversation with their friend, though I could not judge their entire character from that one comment."
245	I evaluated the characters according to my own personal beliefs and values.
246	There may have been other factors and reasons for the way that people behaved in these stories. I did not rank them on extreme ends of the spectrum because of this.
247	talking bad about others while going on to do the same
248	I ti hard to determine wheter or not a person is good or moral just because of one situation. For example: A person can print one sided and not be considered a bad person.
249	"I concentrated on hypocrisy, likeability, and goodness. I gave different marks based on the nature of the offense. I ranked them in the following order (descending): harm to the environment, harm to property, harm to the state. The other scenarios were not worth mentioning."
250	I evaluated the characters the way I did because they were all hypocrites. I don't under how they said something was morally wrong and did exactly what they said was wrong.
251	Because of my moral convictions.
252	I evaluated them in regard to my own personal feelings on the subject at hand.
253	I went by how I felt about the wrongs this person did.  I used my own moral compass to guide me.
254	"My evaluations were based upon how wrong I deemed their actions to be, and if any other individual was hurt by those actions."
255	"I don't really care what others do and I feel much more friendly towards people who keep their mouths shut or do their best to say something positive and give others the benefit of a doubt than I do towards people who feel obligated to voice bitchy, mean or negative comment on practically every behavior they see others engage in, no matter how trivial or personal it may be."
256	"I don't know how good, moral, honest they are by the one incident.  I don't know why they had to break their own moral decisions and do things the one time I know of to go against what they believe.  And I certainly might like them, whether they are moral or not.  I don't care for the gossipy ones, though."
257	based on bad the act is in comparison to their conversation
258	"MOST OF THE CHARACTERS WERE BLATANTLY HYPOCRITICAL, BUT SOME OF THEIR OFFENSES SEEMED WORSE THAN OTHERS.  ALSO, NONE OF THEM SEEMED ALL THAT HONEST OR TRUSTWORTHY TO ME IF THEY SAY THEY THINK SOMETHING IS WRONG AND THEN TURN AROUND AND DO THAT VERY SAME THING THEMSELVES.  I WOULD PROBABLY LEAST HARSHLY JUDGE THE GIRL WHO D/L MUSIC ILLEGALLY.  NOT B/C IT ISN'T WROMG BUT RATHER B/C SO MANY PEOPLE DO IT, PEOPLE OFTEN DON'T THINK ABOUT THE RIGHT OR WRONG OF IT.  THE PRINTER PAPER THING DID NOT SEEM IMMORAL TO ME, BUT IT WAS HYPOCRITICAL.  AND AS FOR THE CALLS AND JURY DUTY, THOSE THINGS WERE JUST PLAIN WRONG.  I DON'T THINK I WOULD MUCH LIKE THOSE TWO PEOPLE ESPECIALLY."
259	Because in all of these situations it is wrong to be doing them.
260	I based it on how I would judge my friends
