id	reason
45	"I had no useful information on the person I was being asked about, so I guessed."
46	I simply used my own moral compass as a guide to judge others. 
47	
48	I try to be fair and trusting towards those I know nothing about.
49	I just went with my gut feelings for these people that I know nothing about.
50	I read the stories and responded appropriately.
51	
52	Based on the characters actions and behaviors.
53	"I tend to trust people overall. I don't like that the ""honest"" characters in the stories were spreading rumors about other people, though."
54	I could not judge the person at the last few questions on each page because I had so little information on them and more about other people mentioned. I just had to stay in between.
55	
56	I trusted what was being said about people.  I assumed it was someone who knew the person being discussed well enough to know whether it was true or not.
57	"Just reading what the information about the people in the stories, and using basic judgement."
58	"If I do not know how the persons perform e.g. as partners, and if I do not know much about the persons, then I cannnot like or dislike them.  I have to meet and maybe work with the person to make a judgment about her/his character and attributes."
59	I based it off first impression type analysis and I think that people who are under the radar will act different.
60	None
61	"I thought there wasn't enough information to really tell if I would like someone or if they were trustworthy from one example, so I thought they were all pretty much average. Since they showed strong disapproval, they'd be less likely to do something wrong, but they could just be pretending to be disapproving."
62	I listened to the gossip.
63	I imagined myself in those situations and compared them to previous interactions of similar situations
64	"I tried going in with the information I was provided, which was very little, so I gave everyone the benefit of the doubt, though some of the negative speculation influenced my decisions."
65	Based them if i were in their position
66	I just went by the information that was presented. I tried not to sway one way or the other based on what I was given.
67	I was thinking while not trusting completely I would give them a chance to prove themselves.
68	I made them based on  past experiences.
69	Based on person's reacion and history.
70	"I looked at the trust factor to see if I would trust the people in the future. Past behavior, although not always, is a good indicator of future behavior. These past behavioral patterns were strong determinants in my judgements. "
71	
72	"Based off of how quickly others were to gossip to me about an acquaintance of mine, they are probably people I wouldn't much care for."
73	"The stories were identical, essentially. In all three of my judgments I took into account that the person informing me could not be trusted with a secret."
74	I did not want to be biased toward another partner based on what was told to me by one of the partners. I remained objective.
75	I judge people slightly but not entirely on what my friends say about them.
76	
77	Reading the available information
78	
79	"I generally do put full trust in gossip and hearsay. I am slightly inclined to have my judgment colored by it, but I never assume that it's 100% accurate. Generally speaking, I straddle a line of ""giving the benefit of the doubt"" and ""entirely not trusting or expecting anything""."
80	"Someone who disapproves openly about immoral behavior is far less likely to engage in it, themselves"
81	I just read the paragraph. all answers were there
82	"I based my judgments on the little information that was given to me, such as how the characters thought about the issue and how important the issue is. For example, cheating in a relationship is a much bigger deal to me than cheating on homework."
83	I judged based on the information in the story. 
84	It was hard for me to do. I tried to put myself in the person's situation.
85	"I could never make a judgement about the person I was asked about, so I chose the neutral answers.  The questions indicated that I gossiped with one person about another, then I was asked to make judgements about a third person that I had no information about."
86	I read the scenario and answered the questions accordingly.
87	I read the stories and made a judgement based upon the reading
88	"I made my judgements mainly based on the subject matter, I trust someone in a relationship, because that can be difficult to do, but not cheating on a test is pretty damn simple. So it doesn't help him out much."
89	
90	
91	
92	
93	"I read the stories. There was usually no strong personality qualifiers for the people.  /  / Person A allegedly didn't do a thing. I know nothing about Person B. B tells you a story about C doing a thing, and B disapproves. /  / It was hard to quantify A with so little data."
94	I thoroughly read through the instructions and went with how i would feel put in that situation.
95	personal opinion
96	I used my critical thinking skills.
97	"If the situation was very gossipy and defamitory to others, I had a bad impression and wouldnt trust them with my own information.  In the last case of the guy who failed to meet a deadline, for example, he couldn't help it maybe, something could have come up.  In the part where the guy used steriods, well that was his own decision so I looked down on it more.  "
98	Personal opinion
99	I just assumed they would be average
100	I judged people based on their past experiences.
101	Most of the judgements made were on people that i didnt have much information to judge with and so they were mostly nuetral judgements
102	"I made judgments based on the fact that while I feel I can trust people in the context of the situation, it doesn't automatically mean I like them or that they won't do whatever the negative thing in question is in the future. I also didn't say I TOTALLY trusted them because it was essentially thirdhand information: I heard that someone heard or said so and so didn't do negative thing or was positive thing."
103	
104	"Hearing about the shortcomings of an acquaintance didn't influence my perception of the third person. Based on the situation I guessed on how much I would like a person. For example, if I was on a team then I would assume that I would trust and like my teammate."
105	I tried not to let random other stuff influence my judgements
106	
107	"My judgments were made based on context. I view relationship faithfulness on a different scale (or level, if you will) than cheating on an exam, which I also view differently than failing to meet a critical deadline at work, etc. These situations are all those which I would wish to avoid; however, their severity is only relative in context."
108	I made my judgements by comparing the fictional people to real people in my life
109	"I generally don't like gossipers, but my relationship with them determines how much I'll like them overall."
110	
111	I think people are reasonably trustworthy and generally unlikely to take dangerous risks.
112	
113	
114	
115	"I judge by names, sadly."
116	I based my judgments off of the seriousness of the situation and similar situational experiences.
117	"I'll give my thinking and reasoning below, as honestly as I can. Do not take anything I say personally, it is just how my brain works. /  / 1. I am moderately sexist. I do not typically trust women as I've been burned several times in my life by them. I just can't trust them. What they say and what they do is very different. /  / 2. Performance enhancers have their uses, and it is not uncommon in extremely competitive environments. Typically anyone who displays disgust towards them would take them themselves in a heartbeat. /  / 3. People who typically gossip about other co-workers use this as a means to improve their own value to others, to appear more useful than they really are. These are typically the weak ones who want to feed on others shortcomings to look better. /  / 4. Students do not typically have an impact on each other's performance, so it doesn't matter what crap they speak about each other. If a student complains about cheaters, then he most likely doesn't cheat at all. They aren't competitive like they used to be. / "
118	"I generally like to give people the benefit of the doubt and the people involved are just random acquaintances, so I like to hope they'll be decent people."
119	By thinking about reactions to the other
120	I know people dont always tell yo stuff like that with the intentions of hurting someone
121	"I based on who was gossiping, and what they were gossiping about. Personally, I do not trust people who gossip. However, I do take into consideration the information they are gossiping about."
122	i judged people based on how they acted in character building decisions
123	I belive people should always be honest and do the right thing
124	I imagine the scenarios as if they were to actually happen to me.
125	"I based it on what I knew about the person, and tried not to let what I heard about someone else influence me.  Since I didn't know much about most of the people, I tried to remain neutral"
126	I used the gossip presented to make informed decisions about my peers.
127	I try to not judge people positively or negatively until I have had a chance to interact with them and form my own opinions.
128	Read the article and try to make a quick judgement on character that was needed.
129	"I tried to imagine myself in the situation, and just go with my gut. Also using past experiences in the different scenarios helped with the context."
130	I tried to visualize myself in those scenarios. 
131	Based on how i interact with other people
132	I know nothing about the third person so I can't judge them.
133	I based my judgements on the information I heard from the people in the stories.
134	
135	"My assumption was that if one expressed disapproval of another's actions, one would be unlikely to engage in such an action."
136	"Most of the time I was asked to judge the person I knew nothing about and didn't even tell me anything so I had nothing to go on so I just answered int he middle. In the one where I was asked to evaluate the guy who told me about the other guy using performance enhancing drugs I decided to trust him a bit more on being on my team, but honestly who knows if he really disapproves that much of the use of that drug or will or won't use it int he future. Performance enhancing drugs use is incredibly wide spread in the USA."
137	"It was a bit difficult to make judgements on only a single interaction, but I did the best I could intuitively."
138	"pretty much as I normally decide if someone is trustworthy or not. It takes me awile to decide. I watch how they interact with others, and then see if they ""walk the same walk as they talk""."
139	"Usually one of them seemed good, one seemed up in the air, and one seemed bad. I don't know how much I would ""like"" someone I don't know."
140	I made my judgments based on being objective since I did not know the people involved well.
141	based on gut instinct and if it was stated that the person in question had a good reputation
142	
143	"Well considering that I knew nothing about any of the people that the ratings were for, I chose like I didn't know them well enough to rate the questions good or bad.. "
144	I relied on the person telling me the information about the other individual was telling me the truth.
145	I made my judgments based on how I personally view myself and things I hold of value.
146	
147	I tried to place myself in the situation and how I would judge each person based on the information given.
148	If someone disaproves of a bad action like cheating they probably would not do it themselves.
149	Based on my past experience in interacting with people.
150	"I made my judgments based on how it appeared each person seemed to be. If they were reliable, trustworth and faithful. I tend to go with my gut instinct however, sometimes I must go on the only detail that I have."
151	
152	There was really no judgement to make becasue the questions were about people who I had no additional context provided.
153	I treated them as if it were real life situations and dealt with them as I would in real life. based on the information given.
154	"If I know nothing about the person being talked about, I don't judge.  I don't know the whole story. "
155	I paid attention to the names and who did what
156	
157	"I made them based on the gossip! Sad but if so-and-so said friend #1 is good, he must be and if other-guy says friend #2 is bad, he must be. Very sad."
158	"I would think that if someone dissapproves of the action then they would not likely do it themselves. I would not trust people that divulged personal information about other across all contexts, but would trust them in the topic that we were talking about. "
159	on personal experience. I generally trust someone until they give me reason not to
160	
161	I tried to inject myself into the situation and went with my gut feelings.
162	
163	from the heaart
164	"I made my judgements based on two things. The first thing being that someone in the scenario was gossiping. I trusted them a bit less if they were gossiping. The second thing I based my judgment on was their expressing disgust. I feel if they are disgusted by something, they are more likely to not engage in that activity."
165	"I tended to give people the benefit of the doubt that they would not cheat, miss deadlines, etc. even if I did not know anything about them, though I left room for uncertainty."
166	It was based on the reports that were given and the kind of people that were reporting to me that showed disapproval for poor behavior.  
167	By what I knew about the person
168	I liked the people who had the same morals and ethics that I do.  I feel that I can trust them to be honest and trustworthy. I really liked and trusted the guy who was overheard to be faithful in his last relationship and passes his disapproval over another guy cheating on his girlfriend.  
169	
170	"If someone has proven to not cheat or lie in the past, I give them the benefit of the doubt that they won't do so in the future."
171	"The ones I trusted were the ones I knew nothing about , the ones I distrusted were the ones who gosspied about others and most of the trust issues were based on hear say and did not come from the horses mouth so to speak "
172	"Since the core questions were all about the undifferentiated member of the original group, there is no easy way to predict their future behavior, nor have value judgments about them."
173	
174	
175	By reading the story and nature of the persons based on their past history
176	I made the best choice using the information given.
177	
178	"I made my judgments based on the fact that the person giving the information was talking behind someone's back. Although the disapproval made me trust them more as a partner, swim team competitor etc., it didn't make me trust them more across all contexts. "
179	I based my judgments on how I perceived the characteristics of the main people in the story(Ex. Katie or Steven).
180	I made judgements based on the information I was provided.
181	It was hard to judge because I didn't know much about them.
182	very easy i just read thestories and went from there.
183	based off the information and personal belief 
184	
185	
186	"I based my judgments on real life experiences.  I played baseball in college and the a large segment of athletes use illegal substances.  This is why I don't trust the subject not to use Vitronil.  For the law classes I unfortunately have to interact with multiple lawyers and they are all a bunch of lying cheaters anyway.  I'm sure they all cheated on their take home exams.   As far as cheating goes, you either are a cheater or your not, so you just have to make a judgment call.  For the employee involved in group projects, I'm used to see a bunch of terrible co-workers so I expect that co-worker to fail like the rest."
187	Based on my gut and the information provided
188	by reading the story and thinking about the people in them
189	
190	I am not sure.  I just read the story and went with my feelings.
191	I made my judgements based on who gave me the information and their credibility.
192	I answered using facts from the stories.
193	I just made the judgements as I would considering someone that I dont know well in my life.
194	I don't care much for snitches but depending on the environment and context the person could be valuable. 
195	Based on the rumors that were spread around.
196	Judgements were made based on the character described in the paragraph.
197	"I tend to be a little lukewarm when judging whether I like a person or would trust a person based on the information in the scenarios. All scenarios showed a little gossip, which I don't like. Also they are about team mates, co workers, etc., which I am given the impression in the scenario, that I know very little about."
198	
199	If a person had a reputation for being trustworthy than I  went with the flow. 
200	Based on the comparisons of the people in the story to people I know in my life
201	I THOUGHT ABOUT PEOPLE LIKE MOST PEOPLE DO
202	I made my judgements based on the characters in the stories ethics and morals.
203	Based on the information given and the situation. 
204	"I assumed that if a person didn't approve of something, like cheating, that they would be less likely to do it. "
205	"I made judgements based off of the information available. If someone had okay qualities and I knew of them relatively well, then I made my judgement accordingly."
206	whether I felt the person was trustworthy through their actions
207	I think the scenarios were all very similar. Most people were trustworthy but you would be wary dealing with someone who you heard was a cheater or slacker.
208	Read each problem like a logic problem
209	based on personal opinions
210	people's behavior
211	"I went with the information that was provided about the relevant person's moral character, and I also trusted my own intuition. "
212	
213	
214	I tried to be unbiased. 
215	"The evidence generally seemed to favor the people who had indicated negative behaviors in others.  A 3rd party had indicated that they were probably trustworthy, and they seemed to have trustworthy attitudes themselves.  Also, I felt like avoiding infidelity was more important than other things, like the issue with the performance enhancing drugs.  "
216	I imagined myself in he shoes of each character and made decisions based on that perspective
217	I didn't pass judgement on other people.
218	
219	I had to trust information I was given in that I didn't know for myself the details about each individual.
220	"If I didn't have clear information that one of the people mentioned in each story had done something wrong in question, I felt I would like them.  I tend to like most people and until I know otherwise I give them the benefit of the doubt.  I am also inclined to be a very trusting person.  However, once betrayed, it is very very hard to win my trust back."
221	I question people who are anxious to point out other people's shortcomings to me.  It only shows me their own flaws.  I can find out someone's shortcomings on my own without another person pointing them out to me.  If I have a question I will ask the correct person who can answer my question. 
222	I thought about the behavior and why someone would tell me about it.
223	"Well, the subject of the questions were pretty neutral. They weren't the ones that expressed disapproval and also weren't involved in any wrongdoing. I give people the benefit of the doubt, so my trust them accordingly. If they were the ones that expressed disapproval, then I'd say they are way less likely to do the wrongdoing in the future and if they were accused of it, way more likely, but they were just a neutral party."
224	I made judgements based on being in those situations in real life or really knew those people.
225	"I made my judgements based on the material that was presented to me.  For the most part, I felt as though I did not have enough evidence to be much more than mutual in my decisions."
226	"I went by the statements in the scenario, and made my judgements."
227	deductive reasoning
228	
229	I made jugements from the information presented in the text to decide how I felt.
230	"The questions were about the individual who was just in a class with me, there we no information given as to what that individual did or said; so I had to be neutral about the individual you asked about. "
231	
232	"Based on the limited information provided, I made an intuitive judgment about the trustworthiness of each character and how he or she would act.; "
233	"It was tough, because I would like to believe people are honest, but telling stories of others downsides makes it hard to trust them."
234	
235	"I made my judgements by realizing that they could not be completely trusted, but that they would have no reason to lie to me either."
236	I based my judgements on how I would react in real life in the situation and how believable the scenario was.
237	Based on evidence presented.
238	"Trustworthiness decreases once you find out someone does something distrustful. If someone gossips to you, but tells you they disapprove of a certain behavior, their trustworthiness goes down but not as much as doing a distrustful thing."
239	I based it off of their reactions to others
240	
241	"I would judge people based on how I knew them. If they were a teammate, I would be more likely to trust them than if they were some person that goes on hikes with a group I'm in."
242	Based on the type of  circumstances presented ie academic dishonesty vs integrity some things I believe are more morally wrong than others which is why some people I judged more harshly
243	I based my opinion on how I would feel if I knew a person like the person described in the stories and how I would feel about them.
244	"I made my judgements by taking into context the situation and setting. For example, going hiking is a different setting than in the office, and therefore my relationships and views towards my peers will be different for the different situations."
245	"I considered the general population and what they are likely to do, as well as my feelings towards people I don't know well"
246	"My judgment was based on the information given, whether the person in question did or did not commit the unethical act."
247	I'm generally trusting of people. I'm probably more trusting if given evidence that they are trustworthy and less trusting if given evidence that they are not trustworthy.
248	By considering the role that each person played and thinking of similar interactions I have had in real life.
249	I basically just went with the information given and went with my gut feeling on it all since I didn't have a whole lot to go on.
250	"I had no information about any of the people asked about, so I felt neutral to them."
251	
252	I read the stories and made my judgements off of that.
253	I tried to put myself in the scenario and imagine how I would feel if this were a situation in real life...I just chose by my first initial reaction gut feeling.
254	by reading the story and figuring out who didn't gosspi
255	
256	Realistically.  I couldn't reach strong conclusions of my opinions of these characters based off the very limited information.  
257	Based on experiences
258	I went with my gut instinct combined with the fact that what little information I had about the person in question was generally positive.
259	I assume people are good and trustworthy until i find out otherwise.
260	"Since the questions were asking about someone I knew nothing about, I chose the most middle option because it would be unfair to judge them with no information."
261	"I considered what the person had (or hadn't done) and how their actions showed honesty. If there wasn't enough information about the person to answer a question, i chose 4"
262	I figured individuals who mention something distasteful about another individual--like cheating on an exam--would be less likely to do those actions that they judge to be bad.
263	I judged the people based on whether I thought I would like them in real life.
264	I based my judgments off of the situations and the context they were placed in. Their disapproval of a certain activity was a tricky one as it really depended on the context of the passage because I didn't really know much about the person in general other than their name. 
265	
266	"I generally take my partners comments at face value. While they all say they disapprove of the negative acts that acquaintances made, I wouldn't fully trust them until they prove that what they say is true."
267	They were based upon the content described in the passages.
268	Based on what I had heard and how likely I thought the average person would be to act similarly
269	"I made judgements based on the text that was given, the type of offenses that were proposed. I feel like some of the actions were more morally wrong, etc. "
270	I listened to the rumours from others
271	I mostly chose undecided answers. I wasn't given a whole lot of information about the people that didn't cheat and didn't gossip about people
272	
273	I based my judgements on how the person acted and what others said about them. 
274	I tried to base it off their actions. Though if a name was the same as an acquaintance in real life I did picture them when answering the questions.
275	I followed the pattern that was in each story
276	This is hard to make decesions without experiening these senearios firsthand. 
277	"For the most part the same sitation and people were described repeatedly, so my answers did not change. The one exception was a scenario in which the gender of the participants was different, and I changed my answers to reflect this."
278	"I was asked about characters with no gossip and no previous information. I would generally lightly trust people in such a situation. I am neutral in liking this person because I would require more information. Since the scenarios and questions were similar, I had a similar reaction to all the scenarios."
279	"I think cheating on sports, tests, relationships, and being unreliable are unequal offenses. Also I feel like they have different predictive abilities on the likelihood of the offender to be an untrustworthy person overall. I would elaborate but I think this is reflected in my answers. I am not sure if in the fourth scenario the gender aspect had anything to do with it -- but I don't think one faithful relationship means someone will not cheat in the future. Also, I think people who gossip and vocally disagree with things are more likely to imbibe in those offenses than people who mind their own business."
280	Usually if someone disapproves of something they will not be involved in it.
281	I made my judgements by reading the texts and seeing how each of the individuals were as in being able to trust them. The ones who did the right things were the ones that I preffered.
282	By relating it to my life.
283	
284	"While gossip does not mean or imply truth, expressing a lack of acceptance of a action or activity would lead me to trust a person not to engage in that same behavior. But that trust is not absolute, there is always doubt - especially in casual acquaintances, definitely more so than close friends or family. "
285	"The questions didn't really have any relevant information on the person I was judging; so, I went with how I generally feel about people."
286	
287	
288	As if I would with any casual friend. The judgement questions were all based upon the person in each scenario with whom I had no interaction/information from the information provided.
289	context clues
290	I imagined myself in the situation and evaluated how I would feel about the person I was talking to and about.
291	Trying to take the facts in and give people the benefit of the doubt
292	"Strict interpretation of details in scenarios. I believe positive behaviors are correlated with trustworthiness, but cannot guarantee trustworthiness."
293	intuition 
294	Just read through the passages and choose what I felt was the correct answer and how I felt.
295	"I would be suspicious about rumors of how honest or ethical someone was, so I tempered my trust in that fashion.  I often wondered why these people told me about some other person's bad behavior.  "
296	Weather I knew anything about the person or not.
297	Based on what I knew and didn't know
298	"I generally don't like when people gossip, but there are people I like who gossip and people I don't like who gossip, so I tried to make most of my ""feeling"" responses pretty neutral. From my experience, bonds are stronger in sporting teams than schools and people strive to have the most integrity in a professional office setting, so that probably impacted my choices a bit as well. /  / It also irked me that we assume the gossiper's story was true, and say ""X person is an acquaintance who did X bad thing."" They may have been lying or spreading false rumors."
299	"I made my judgements based on the fact that the characters that were asked about in the questions were never mentioned in an active situation in the scenarios, so I couldn't really say I trust them or think they would be likely to fail or succeed."
300	"I answered them honestly, with bias towards the people i would like to interact with if they were real"
301	
302	I maintained a neutral opinion of the actors in these scenarios. 
303	With my morals
304	"It's hard to trust somebody that has done something wrong, but its also hard to trust somebody that is willing to spill gossip on somebody. They could be spreading the attention and blame onto somebody else to avoid attention to their own flaw. However, I generally am a trusting person and therefore would give them the benefit of the doubt before jumping to negative conclusions about the person telling me about somebody else. "
305	"Based on my conversations with the people, I automatically assumed that they were telling the truth."
306	I pretended it was real life and answered how I would act.
307	"I made judgements based on the famillarity of the situation and the severity.  For situations which I have seen or have personally experienced, I was generally more understanding such as in the case of the cheating and worker deadline.  For others I usually am close to neutral about my judgement."
308	Depending how how the person reacted to hearing about someone cheating or doing something they shouldn't have done gives me some insight of what they would do in their shoes.
309	Based off of what I read.
310	"I made my judgements based on the information provided.  I was asked to judge people I didn't know anything about, so I remained neutral in my assessment of them. "
311	I used what little knowledge was given to me to put myself in the shoes of the characters and determined how I would feel about the other people.
312	"I gaged what type of situation it was, for instance a track runner would have more reason to accuse someone of using performance enhancing drugs than a coworker would have to say some other aquaintance wasn't a good worker. I based it on how trustworthy the person had been in the past."
313	
314	I thought about who was a snitch in the situation. Who had something to gain by telling me this.
315	"I made judgements based on the content of the situation. For example, telling me about someone cheating is a little bit more understandable as that could be relevant to me. Telling me about some random person's cheating habits is completely unnecessary. I don't need to know that."
316	By how I viewed the scenario 
317	I went with my gut.
318	People who disapprove of a behavior are less likely to do that behavior
319	Personal experiences. 
320	If the characters values mirrored my own.
321	"I considered the trustworthiness of the person making the claim about the third party. If they seemed to be honest and trustworthy, I gave their judgment more weight."
322	
323	"I made my judgments on this HIT based on the context, and how reliable I believe the person is who was telling me that people were immoral or wrongful. People who I work with, I would probably trust more than someone who I did not work with, because I spend alot of time with this person."
324	Rationally 
325	"I made them based off of the situation in which someone did or did not do something, and depending on what I thought the seriousness of each one of them was."
326	Very similar to daily life.
327	"I made my judgements by analyzing who was considered doing ""wrong"" actions. Contrasting them with the character we know didn't perform those actions which made that person look even better, and in the end, more trustworthy. "
328	Weighing future predictions if I believe other will commit actions that are generally looked down upon.  
329	
330	Base on what I heard on evaluations that the characters judged themselves.
331	Looked at how the person judged the acquaintance that was guilty of the acts.
332	"I used the information you gave me, which was sparse."
333	
334	"Each story involved two other people besides yourself and an acquaintance. Each story included a situation where one person tells you that the mutual acquaintance did something morally wrong and how they disapproved. Then the questions were about the person who you know next to nothing about. Based off of the total lack of information on the person in the question I stayed middle of the road. i do not know if they are a good or bad person, there is no information on their performance at work, school, etc. Middle of the road seemed the best option."
335	I thought some forms of disapproval (toward romantic cheating) are better than others (cheating on tests.)
336	"I don't think I fully realized it until just now, but in hindsight all my judgements were made off of what someone had said. That someone hadn't even been cleared themselves of cheating, so I really shouldn't have based my instincts off of theirs, but that's exactly what I did."
337	I generally do not have much trust in a lot of people. I am more likely to be friendly with someone with similar interests if we meet while participating in those interests instead of at work or school. I also have less trust for people that reguarly gossip.
338	
339	"Based on past behavior.  If past behavior was ethical, hopefully future behavior will be ethical as well."
340	I think that people who have reputations as not being cheaters or as being reliable are generally fairly trustworthy.
341	
342	I gave my basic impressions of people I don't know. None of the information presented to me was relevant. I generally distrust people while being open to liking them at the same time.
343	By what was described
344	Whoever relates to my ethical values
345	The details. Nothing about what was stated would really give me insight as to how much I would like or trust someone. People are inconsistent and actions speak louder than words.
346	Somewhat confusingly -- guess I'm not good keeping track of names. I tried to imagine myself in that exact contrived situation and answer accordingly.
347	"On the basis of the conversation, some issues are valuable to discuss "
348	Based on what a mutural friend told me.
349	
350	There's a pattern to the stories. But I made judgements based on the facts/hearsay I had available to me.
351	I generally did not trust anything anyone was saying because I did not know them.
352	All of my judgements were neutral because I had no information about the person I was being asked to judge. 
353	"Sarah is a cute name. the others, I guess i could trust them in that limited interaction, but honestly I was not given nearly enough information to make any judgement about any character. /  / Had there been an other on any selection i would have chosen it."
354	I used my own past experiences where I was in similar conversations.
355	"I based my judgements on the information provided. I was less likely to trust a person that had been dishonest, and more likely to trust the opposite."
356	"If someone shows strong disapproval  of doing something, it's unlikely that they'd do the thing that they don't like."
357	
358	"I made most judgments based on the unreliability of gossip and those that participate in in, balanced by stated knowledge that the person engaging in gossip did not cheat in the past"
359	"I was told only of my direct interactions with the person I was not judging; thus, I couldn't make many value judgments on the one I was.   I do assume that people are unlikely to cheat."
360	
361	I made my judgements based on past experiences in similar situations.
362	
363	Just thought about hypotheticaly .
364	I cannot judge someone based on rumors so I decided that all parties are innocent until proven otherwise. 
365	"There wasn't very much information to go on, except that the character I was evaluating in each story was (based on hearsay) innocent of a specific wrongdoing. As a result, I judged each rather neutrally, with an overall good impression but a bit of salutary mistrust. "
366	"Even if a person expresses a strong disapproval for something, you can never be so sure that they won't act the same way. So I never put ""1-very unlikely"" for those parts of the questions. I think people can change or act differently upon what they actually say so you can't fully trust them just by a statement that they made."
367	I could not  state how I felt about someone one way or another based on what others had said or the information that was presented to me in the scenarios.  I was to judge someone I knew nothing about.
368	"I didn't have much info about the person I was making judgments on, so I just used what I normally thought of people."
369	
370	Too little information given about a person to win absolute trust. Trust is gained through personal interactions.
371	I based my judgements off the information given in each scenario.  
372	I pictured myself in the scenario as best as I could and made my judgments from there.
373	
374	I felt that if a person I did not know well was gossiping to me that that person was not reliable and I marked them as such. I feel that it is impossible to be very likely to trust anyone. I felt on the relationship issues that that was a different matter and that it made the person more truthworthy.
375	I trusted my gut
376	
377	gut feelings
378	Just based on my personal trust of people in general.
379	Off personal experience
380	"I made my judgments based on the short descriptions of the people in the stories.  If they disapproved of certain behaviors, I felt that they were less likely to engage in them themselves."
381	Based on their actions when given an option to use or succeed
382	Based on the little knowledge I know of the people in the stories I was unable to choose in either direction. 
383	Based them on how I would react if they were people I actually knew
384	I took the wole story into ACCount And put myslef in the Situation.
385	"Gut reaction, most of the people questions were about I knew nothing about so I had to just guess."
386	
387	I did it honestly.
388	Just read for context and answered honestly based on if I could answer based on conjecture or facts.
389	I don't know whether to trust those people or not because I didn't really know them.  So I felt pretty neutral towards making any judgement at all.
390	I judged people the best I could considering I recieved barely any information about them. The most I had to go on is whether or not they supported immoral acts or poor workmanship. 
391	"If all I have to go on is hearing that a person didn't cheat on a text (or whatever thing), I'd trust him slightly more than the neutral option and would find it unlikely that they'd engage in the activity in question."
392	I based my decisions as best as I could with the little information that I had.
393	I think if someone openly disapproves of something then I will trust them not to do it
394	I read the stories and thought about how they would react while talking with them as dexcribed in the story. If someone has a general strong disgust when talking about something I would assume they would not partake in that something.
395	Putting together the information and what I have learned about people in my experiences.
396	Everything was based on hearsay.  There was nothing else provided in the text to go on.
397	Thought honest people would remain honest
398	I judged them based on the seriosness of the accusations.
